id,company_name_kor,company_name_eng,homepage,company_description,products,products_description,category
555,농업회사법인 주식회사 온샘,ONSEM,onsem.co.kr,"농업회사법인(주)온샘은 종자부터 시작해 농산물의 생산, 가공, 유통 체계를 구축하는 글로벌 기업입니다. 국내산 단호박 종자를 자체 개발해 손질 없이 편하게 먹을 수 있는 냉동 단호박인 '바밤단호박'을 선보이고 있으며, 단호박을 활용해 간편하고 건강하게 먹을 수 있는 바밤단호박죽, 바밤단호박오트밀스프, 바밤단호박식혜 등의 가공제품을 선보이고 있습니다. ",바밤포켓밀 ,"바밤포켓밀은 온샘이 자체 개발한 K-품종 국산 바밤단호박에 슈퍼푸드인 오트밀과 병아리콩, 제주 무항생제 우유를 더해 맛과 영양, 간편성을 모두 갖춘 프리미엄 파우치죽입니다.
언제 어디서나 간편하게 즐길 수 있는 ‘포켓밀’ 컨셉을 도입하여 단호박죽, 오트죽, 병아리콩죽으로 라인업을 다양하게 확장한 제품을 선보입니다.
바밤포켓밀은 상온 보관이 가능하고 휴대성이 뛰어나 바쁜 현대인, 식단 및 건강 관리가 필요한 소비자들에게 최적화된 제품입니다. 한팩에 130g 용량, 100kcal 내외로 단백질과 칼슘함량을 보완해 칼로리는 부담없이 영양은 가득 채울 수 있는 제품입니다.","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
556,주식회사 나리스솔루션,"Naris Solution Co., Ltd.",https://mrviet.kr/,"미스터비엣은 베트남 프리미엄 커피 브랜드입니다.

미스터비엣(Mr.viet)은 화학비료를 사용하지 않고 키운 베트남 현지 자연 그대로의 원두를 농부들에게 직접 구매해 로스팅합니다.
신선한 커피 원두를 제공하기 위해 소량으로 주문하고 로스팅 된 원두를 48시간 이내로 제조 및 포장하기 때문에 신선함을 그대로 담아 풍미가 매우 뛰어 납니다. 
또한 Mr.Viet은 ISO 22000, HACCP 인증을 받은 안전하고 위생적인 베트남 현지 제조 공장에서 생산됩니다.
베트남 현지 그대로의 맛과 향을 담은 원두, 언제 어디서나 간편하게 즐길 수 있는 인스턴트 커피까지 베트남 커피의 진수를 맛 볼 수 있습니다.",미스터비엣 베트남 코코넛 커피,베트남 현지 그대로의 맛을 느낄 수 있는 진한 코코넛향의 인스턴트 커피믹스,"수입 음료/주류 (수입 커피, 차, 주스, 탄산음료, 에너지 드링크, 각종 주류 외)"
557,한국에스지에스,SGS Korea,www.sgsgroup.kr/,"SGS Korea는 검사, 시험, 검정 및 인증서비스 분야의 선도 기업으로서 농산물, 광물, 소비자 상품, 식품, 환경, 오일 및 가스, 화학물질, 제조업 및 산업기계, 건설부문까지 폭 넓은 분야의 서비스를 제공하고 있습니다.",식품 시험분석,"SGS Korea는 식품의 안전성과 품질을 보장하고 국제 기준을 준수하기 위해 종합적인 식품 시험분석 서비스를 제공합니다. 당사의 솔루션에는 미생물 시험, 화학 분석, 영양 성분 표시, 규제 준수 시험 등이 포함되며, 식품 제조업체와 수출업체가 안전하고 고품질의 제품을 소비자에게 제공할 수 있도록 지원합니다.",
558,(주)바이오리듬,(주)바이오리듬,allprobiotics.com,"미국 건강잡지 5대 건강식품으로 선정된 “김치” 그 속에 숨은 보물 “
김치유산균”을 첨단 세포공학기술과 생명공학 기술로 건강기능식품을 
만들어갑니다.
주식회사 바이오리듬은 벤처기업으로서 2008년도부터 한국의 
대표적인 식품인 “김치”에다 “바이오”의 옷을 덧입힌 김치유산균을 
특수 마이크로캡슐화시킨 특허제품을 제조하고 있습니다.
독보적인 기술로 장내 기능성을 향상시킨 창조성의 아이템이며, 
수천 년 동안 한국의 선조들의 얼과 숨결이 깃들어 있는 김치 속에 
들어있는 “김치유산균”은 온 인류에게 건강기능식품으로서 영원하리라 
확신합니다.
기업부설 의생명공학연구소는 김치유산균과 인체건강 관련 다양한 
프로젝트를 지역사회 협력 하에 각 연구기관과 각 대학들과의 
연구.개발 네트웍를 형성하여 함께 수행하며 바이오 생명공학 분야의 
글로벌 프로젝트화에 온 심혈을 기울이고 있습니다.
 2011년 우수바이오제품 생산을 인증받아 생산중이며 FDA공장등록, 
FDA시설등록, FDA제품등록 및 안정성과 영양평가를 받아 제품출시 
및 생산가동 중이며, 2012년 특허청장상 및 기술혁신상을 수상한 
제품들입니다.
바이오리듬의 모든 제품은 우수건강기능식품제조(GMP) 시설에서 
고품질과 고품격으로 제조합니다.
아토피/알러지/두드러기/습진/아낙필락시스/건선/비염/천식/
지루성피부염/여드름/과민성대장증후군/모낭염/변비/장염/크론병/
베제트병/주근깨/기미/혀 백태 등 빠르고 완전한 치료를 추구합니다","락k-1, 김치생유산균, 김치유산균키즈, 황금구슬, 락k-1피부면역유산균","1.제품기능 : 장건강 확보를 통해 피부 건강을 확실하게 잡아주는 탁월한 제품으로써 효능보장제를 실시할 만큼 기능에 대한 자부심이 큰 제품들이다.
장내 유익균의 증식, 유해균의 억제, 배변활동의 원활함을 유도하고 장내 흡수 기능과 정상적인 세포분열을 통해 면역 기능에 도움이 되게 제조하고 또 재검토를 하였으며 현대인의 면역성 피부질환을 확실하게 바르게 잡아주는 제품이다.
대표적으로 아토피, 알레르기성 피부염, 여드름, 모낭염, 지루성피부염, 두드러기, 한포진, 안면홍조, 대상포진, 모공각화증, 기미, 주근깨 등 각종 여러 면역성 피부질환들이 자연스럽게 개선이 되고 비염, 장염, 설사, 변비, 복통 등이 짧은 시간 내에 확실한 가능보장이 된다.
2. 활용분야 : 다양한 일반식품에도 같이 함유되어 사용할 수 있으며 남녀노소 나이에 제한을 받지 않고 누구나 섭취할 수 있는 건강기능식품이다.
3. 적용기술 : 특허기술인 3중 마이크로캡슐화 기술이 이용되어 내산성, 내담즙성에 강하여 위산이나 담즙산에 녹지 않고 안전하게 장 내로 들어와 강력한 증식성을 보여 면역체계를 활성화시키고 기능은 속효성으로 나타나게 된다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
559,페이퍼플랜,paperplan,https://smartstore.naver.com/flant,"주식회사 황금에프앤비는 대한민국 대표 길거리 간식 ‘황금잉어빵’을 최초로 개발한 기업으로, 국내 최대 규모의 일반 HACCP 인증 반죽 생산 시설을 보유하고 있습니다. 철저한 품질 관리와 안정적인 공급망을 기반으로 전국 각지의 고객에게 신뢰받는 식품 기업으로 성장해왔습니다.
 자회사인 주식회사 페이퍼플랜은 샌드위치, 크로플 등 다양한 완제품 간식을 직접 제조·유통하며, 자체 온라인 유통 채널을 운영하고 있습니다. 소규모 판매자부터 대형 유통망까지 폭넓게 연결하며, K-간식 생태계의 든든한 후방 허브로 성장하고 있습니다.
 황금에프앤비와 페이퍼플랜은 K-베이커리 문화의 세계화와 지속가능한 간식 산업의 발전을 목표로, 전통을 계승하면서도 끊임없이 변화하는 입맛과 소비 트렌드에 맞춰 끊임없이 도전하고 있습니다.",황금잉어빵,"1999년 이후 20년간 대한민국의 겨울, 길거리 간식을 책임져 온 황금잉어빵입니다.
추운 날이 오면 길거리에서 가장 먼저 찾게 되는, 잉어빵과 붕어빵을 소개합니다.","디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
560,칼로커트 주식회사,"kalokut co,.ltd",https://kalokut-k.com/,"칼로커트는 2012년 런칭 후 현재까지 꾸준하게 사랑받고 있는 국내브랜드입니다.
칼로커트는 굶지 않는 다이어트를 도입한 건강한 다이어트를 지향합니다.
건강한 삶을 위한 노력을 누구나 쉽고 편하게 할 수 있도록 칼로커트는 지금도 노력하고 있습니다.",칼로커트,2012년 출시 이후 굶지 않는 다이어트 건강기능식품으로 인기를 얻었으며 전세계 수출 글로벌 브랜드로 건강한 다이어트의 시작으로 꾸준히 소비자들에게 사랑받고 있습니다~,"건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
561,(주)피스월드,"PEACE WORLD Co., Ltd.",https://www.peaceworld.co.kr,"(주)피스월드는 세계 최초 스마트언더렌지(언더인덕션)를 개발하여, 세계인의 주방이 좀더 안전하고 효율은 높으며 친환경적인 웰빙 주방을 만들어 나가는데 가장 앞서 있는 기술 기반의 벤처기업입니다.
기업 부설연구소 인증, 벤처기업 등록, INNO BIZ 인증, 국가 연구과제 수행 등, 우수한 기술력과 제품 안전성으로 이미 국내 시장에서 SMART하고 친환경적인 스마트언더렌지(언더인덕션) 및 인덕션 전문 브랜드로 인정받았으며 이제 세계 시장 진출을 위해 큰 걸음을 내딛고 있습니다.
미국, 캐나다 cLCus 인증(2019.09) / 일본의 PSE 인증(2021.11) / 미국 NRTL 인증(2023.05)을 획득하였고, 이를 계기로 세계시장 진출에도 박차를 가하고 있습니다.
(주)피스월드는 SMART하고 친환경적인 주방문화를 선도하는 주방 전문 제조 기업으로 세계 속에 Only One Brand를 만들어 나갈 것입니다.",스마트 언더렌지,"-테이블에 구멍을 뚫지 않고 테이블 아래에 설치
-자기장 유도 가열 시스템의 스마트언더렌지
-열 손실이 없는 뛰어난 경제성
-국내 특허기술로 만든 Made in Korea 제품","상업용 주방기기/설비 (상업용 식음료 조리기계/조리로봇, 냉장/냉동설비, 조리대, 살균기, 세척기, 포장기기 외)"
562,블리스,VLEES,https://linktr.ee/vlees_biltong,프리미엄 남아공 수제 육포를 제조하는 블리스(VLEES) 입니다.,남아공 수제 육포 (빌통),와인 식초에 절인 후 200시간 이상 자연건조하여 만들어진 부드럽고 촉촉하고 영양성북 풍부한 고단배질 영양 육포,"간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
563,오쿠노 한국 주식회사,OKUNO KOREA,www.okuno.co.jp/kr/,각종 식품에 사용되는 식품첨가물 판매 회사입니다.,PROFECT PEPS,"면, 빵과 같은 제품에 적용이 가능한 가수분해 소맥단백.","식품원료/첨가물 (감미료, 기능성 원료, 영양 강화제, 향료 외)"
564,현대그린푸드,Hyundai Green Food,https://hyundaigreenfood.com/,"현대그린푸드는 종합식품기업으로 단체급식, 식자재유통, 외식, 건강식 등 식품과 관련된 다양한 사업을 운영하고 있습니다",그리팅웰스,"케어푸드 No.1 브랜드 현대그린푸드 그리팅, 시니어의 건강상태와 영양 필요량에 따른 맞춤 시니어식 브랜드 '그리팅웰스(Greating Wellth)'는 음식의 품질을 유지하면서 편리하게 식사를 준비하고 싶은 노인급식시설을 위한 시설급식용제품과 재가돌봄, 주말식으로 사용가능한 1인용 반찬 도시락제품인 식단형 제품으로 구성되어 있습니다. ","케어푸드 (고령친화식품, 환자식, 요양식, 특수영양식 외)"
565,삼진식품,Samjin food,www.samjinfoods.com,"삼진식품은 순수한 건강과 자연을 담은 제품을 선사하겠다는 마음가짐으로 신제품 개발,연구에 끊임없는 노력을 아끼지 않고 맛있는 제품을 제공하는 회사입니다.1998년 창립이후 경북권 최초의 전분가공품 HACCP 인증을 시작하여 총 7개의 식품유형을 HACCP 인증취득하여 안전한 식품문화를 선도하는 기업으로 발전하고 있습니다.",빙수애콩가루,"빙수애 콩가루는 콩, 팥, 유크림, 설탕 등을 조화롭게 배합한 올인원 고소한 콩가루 제품입니다. 별도의 추가 재료 없이도 빙수 위에 바로 뿌려 사용할 수 있어 간편하며, 달콤하고 고소한 맛이 조화를 이루어 남녀노소 누구나 즐길 수 있습니다. 디저트용 토핑 외에도 우유나 요거트에 타서 음료처럼 활용할 수 있습니다.","조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
566,(주)푸른가족,Green-Family.Inc,www.green-family.co.kr/,당사는 고령친화우수식품 등 전국 250여곳 이상의 요양기관에 영양죽을 공급하는 죽 전문회사입니다.,"즉석영양컵죽, 즉석스프, 간편영양죽","당사는 국내 유일의 독보적인 기술력과 품질력으로 전국 약 250여곳의 요양기관에 영양죽을 공급하는 국내 1위 회사로서, B2C 시장으로 진출하기 위하여 즉석영양컵죽, 즉석스프, 간편영양죽 시리즈를 출시하게 되었습니다.","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
567,토마텍주식회사,"TOMATEC CO., LTD",tomatec.co.kr,"토마텍주식회사는 지난 1995년 이래 바코드 관련 기술을 꾸준히 발전시켜 현재까지 국내 5000여 고객사에 바코드 관련 제품을 공급하였습니다. 해외 유명 바코드 관련 회사들과 협업하여 고객이 필요로 하는 제품을 공급하고, 자체 개발한 소프트웨어 및 고객 맞춤형 소프트웨어를 개발하여 제공하고 있습니다. 또한 고객의 요구에 부합하는 최상 품질의 라벨을 목표로, 당사가 직접 개발한 생산공정 전산관리 및 최첨단 설비로 자체 공장에서 일반 라벨 및 특수한 라벨을 유수한 기업들에 납품하고 있습니다.",칼라잉크젯라벨프린터,풀칼라 잉크젯 라벨 출력 프린터 입니다.,
